APN,New AIN,Old AIN
5143001014,5143-001-014,
5143009004,,
5143009005,,
5143010010,,
5143011001,,
5143021015,,
5147010001,,
5147029048,5147-029-048,5147-029-048*
5153002010,,
5153002028,,
5153016044,,
5153024018,5153-024-030,5153-024-018*
5153024019,5153-024-030,5153-024-019*
5153024020,5153-024-030,5153-024-020*
5153024021,5153-024-030,5153-024-021*
5153024022,5153-024-030,5153-024-022*
5153024025,5153-024-030,5153-024-025*
5153028007,5153-028-023,5153-028-007*
5153028014,,
5154001003,5143-001-026,5154-001-003*
5154001023,5154-001-023,
5154003009,5154-003-009,5154-003-009*
5154003010,,
5154004004,,
5154006010,5154-006-014,5154-006-010*
5154012019,,
5154015003,,
5154017009,,
5154029016,5154-029-030,5154-029-016*
5154029017,5154-029-030,5154-029-017*
5154031006,,
5154036008,,
5154037003,,
5155004021,,
5155006001,,
5155009013,5155-009-047,5155-009-013*
5155009014,5155-009-047,5155-009-014*
5155013004,5155-013-029,5155-013-004*
5155013005,5155-013-029,5155-013-005*
5155021016,5155-021-027,5155-021-016*
5155021018,5155-021-027,5155-021-018*
5155022021,,
5155027007,,
5155029009,,
5155032003,,
5155032004,,
5155033008,,
5156005021,,
5156007008,,
5156011006,5156-011-021,5156-011-006*
5156016002,5156-016-900,5156-016-002*
5156016017,,
5156022013,5156-022-030,5156-022-013*
5156022016,5156-022-030,5156-022-016*
5156024013,5156-024-044,5156-024-013*
5156025010,,
5156028014,,
5157006008,,
5157007011,,
5157007023,,
5157007026,,
5157008006,,
5157011011,,
5157012009,,
5157017010,5157-017-075,5157-017-010*
5157017031,5157-017-031,
5157018005,5157-018-065,5157-018-005*
5157018024,,
5157018043,,
5157018045,5157-018-062,5157-018-045*
5157020021,5157-020-132,5157-020-021*
5157020023,5157-020-132,5157-020-023*
5157021028,,
5157021030,,
5157023015,5157-023-025,5157-023-015*
5157025029,,
5157026016,,
5159004006,,
5159006009,5159-006-022,5159-006-009*
5159009005,,
5159009014,,
5159014009,5159-014-024,5159-014-009*
5159023011,5159-023-025,5159-023-011*
5159023013,5159-023-025,5159-023-013*
5159023014,5159-023-025,5159-023-014*
5159023016,5159-023-025,5159-023-016*
5159023017,5159-023-025,5159-023-017*
5160004009,,
5160009012,,
5160009013,,
5160009023,,
5160011010,5160-011-018,5160-011-010*
5160015002,,
5160020030,,
5160022028,5160-022-040,5160-022-028*
5160022029,5160-022-040,5160-022-029*
5160022030,5160-022-040,5160-022-030*
5160022032,,
5172020012,,
5174003015,,
5174005018,,
5174010034,,
5174014041,,
5174018057,5174-018-063,5174-018-057*
5174018062,5174-018-062,
5174019047,,
5174024005,,
5174024011,5174-024-043,5174-024-011*
5175004018,,
5175009008,,
5175010018,,
5175014008,,
5177016016,,
5177020004,,
5177020009,,
5177020024,,
5177022014,,
5177026019,,
5177027008,,
5177027021,,
5177027022,,
5177029015,,
5177034015,5177-034-031,5177-034-015*
5178018011,,
5179014900,5179-014-900,5179-014-900*
5180001013,,
5180002002,,
5180002005,,
5180002029,5180-002-029,5180-002-029*
5180003006,5180-003-030,5180-003-006*
5180003028,,
5180006030,,
5180007033,,
5180008010,5180-008-908,5180-008-010*
5180008011,,
5180009019,,
5180010031,,
5180012032,,
5183001017,,
5183002015,,
5183005014,,
5183008009,,
5183013001,,
5183013010,,
5183015026,,
5183016028,,
5183019003,,
5185009010,,
5185029018,,
5185032018,,
5185034014,5185-034-023,5185-034-014*
5185038004,,
5186008004,,
5188006002,,
5188006012,,
5188006021,,
5188006026,,
5188006036,,
5188008007,,
5188008008,,
5188014005,,
5188014015,,
5188022018,,
5189001002,,
5189006006,,
5201014012,,
5201014014,,
5201016001,5201-016-027,5201-016-001*
5202007010,5202-007-027,5202-007-010*
5202007020,5202-007-027,5202-007-020*
5202014008,,
5202014010,,
5202015016,,
5202016006,,
5202016009,,
5205015011,,
5205017002,,
5205020018,,
5207010024,,
5208001040,,
5208031011,,
5209035006,,
5210003011,,
5210005026,,
5210008011,,
5210013029,5210-013-029,
5210024002,5210-024-025,5210-024-002*
5210024003,5210-024-025,5210-024-003*
5210024009,5210-024-025,5210-024-009*
5210024011,5210-024-025,5210-024-011*
5210024015,,
5210030024,,
5210033001,5210-033-030,5210-033-001*
5211014026,,
5213035012,,
5216008017,5216-008-033,5216-008-017*
5218019036,,
5219012022,,
5219013019,,
5229027014,,
5302027010,5302-027-026,5302-027-010*
5303005010,,
5305024004,,
5305042003,5305-042-015,5305-042-003*
5305043003,,
5307002040,,
5309024003,5309-024-019,5309-024-003*
5309027001,,
5312005014,,
5312008017,5312-008-026,5312-008-017*
5401002023,,
5401007007,,
5401008014,,
5401008018,,
5401013021,,
5401013024,,
5401014016,5401-014-027,5401-014-016*
5401019002,,
5401019025,5401-019-040,5401-019-025*
5401020022,5401-020-022,
5401022019,,
5401026017,,
5401027017,5401-027-026,5401-027-017*
5402001004,,
5402001031,,
5402003012,,
5402003025,,
5402004025,,
5402006015,,
5402006030,,
5402010011,,
5402010012,,
5402010019,,
5402013001,5402-013-029,5402-013-001*
5402013007,,
5402013025,,
5402021001,5402-021-043,5402-021-001*
5402021002,5402-021-043,5402-021-002*
5402027026,5402-027-030,5402-027-026*
5402028002,,
5402028016,,
5402031026,5402-031-026,5402-031-026*
5402032003,,
5402032012,,
5402037004,,
5402039016,,
5404003017,5404-003-039,5404-003-017*
5404003018,5404-003-039,5404-003-018*
5404003019,5404-003-039,5404-003-019*
5404003020,,
5404003021,,
5404004013,5404-004-036,5404-004-013*
5404017014,,
5404020002,,
5404022017,,
5405001026,,
5405002024,,
5405007012,,
5405010017,,
5405022012,,
5406001030,,
5406011016,,
5406011020,,
5406014025,,
5406014032,,
5406015001,,
5406015045,5406-015-045,
5406016007,5406-016-036,5406-016-007*
5406016023,5406-016-036,5406-016-023*
5406016026,,
5406021032,,
5406021033,,
5406022028,5406-022-130,5406-022-028*
5406024006,5406-024-038,5406-024-006*
5406024008,5406-024-038,5406-024-008*
5406027014,,
5407005007,,
5407009019,,
5407024018,,
5408013004,5408-013-034,5408-013-004*
5410007006,,
5414002001,5414-002-010,5414-002-001*
5414005003,,
5414005062,,
5414018012,5414-018-030,5414-018-012*
5415008010,,
5415011039,5415-011-039,
5415026007,,
5419013007,,
5419018014,,
5419020024,,
5419020029,,
5419023010,,
5419023020,,
5420012008,,
5420013016,,
5420014011,,
5420016003,5420-016-018,5420-016-003*
5420016004,5420-016-018,5420-016-004*
5420019013,,
5420021006,,
5420021019,,
5420028019,5420-028-060,5420-028-019*
5420030027,,
5420032036,,
5422009009,,
5422010017,,
5422017035,,
5422018014,,
5422019030,,
5423010002,5423-010-032,5423-010-002*
5423011021,,
5423017028,,
5424012006,,
5424022029,5424-022-029,5424-022-029*
5424023005,,
5424023007,,
5424024008,,
5424027005,,
5424027006,5424-027-021,5424-027-006*
5425001022,5425-001-050,5425-001-022*
5425004022,,
5425004023,,
5425006028,,
5425009022,,
5425011017,,
5425016020,,
5425023009,,
5426003014,,
5426006018,,
5427002012,,
5427002020,,
5427003017,5427-003-025,5427-003-017*
5427004005,5427-004-009,5427-004-005*
5427006028,,
5427006030,,
5427007011,,
5427008015,,
5427009009,,
5427011028,5427-011-031,5427-011-028*
5427011029,5427-011-031,5427-011-029*
5427011030,5427-011-031,5427-011-030*
5427014023,,
5427015006,,
5427017035,,
5427023018,,
5427029005,,
5429003004,,
5429007009,,
5429007010,,
5429008007,5429-008-031,5429-008-007*
5429008008,5429-008-031,5429-008-008*
5429008010,5429-008-031,5429-008-010*
5429010023,,
5429016001,,
5429016027,,
5429017005,,
5429022011,,
5429023012,,
5429025003,,
5430013021,,
5430020001,,
5430027011,,
5430028001,,
5430031012,,
5430031034,,
5430032002,,
5430032022,,
5431003008,,
5431003012,,
5431021002,,
5431024011,,
5431025019,,
5432003004,5432-003-027,5432-003-004*
5432007006,,
5433024024,,
5433026004,,
5433026005,,
5434003006,,
5434018006,5434-018-020,5434-018-006*
5434025005,5434-025-086,5434-025-005*
5434025085,5434-025-085,
5434028026,,
5434030005,5434-030-042,5434-030-005*
5434030011,,
5434033006,5434-033-049,5434-033-006*
5435011012,,
5435016031,,
5435017001,,
5435023005,,
5435029024,,
5435035005,,
5436007010,,
5436007019,,
5436021003,,
5436031007,,
5437001012,,
5437001017,5437-001-025,5437-001-017*
5437013017,,
5437032003,,
5438009003,,
5438021011,,
5438026022,,
5439001025,5439-001-041,5439-001-025*
5440004017,,
5440015012,,
5440022003,,
5442014001,,
5442027008,,
5443012018,,
5443032020,,
5445016023,,
5445017028,,
5446001012,,
5446011008,,
5447014030,5447-014-041,5447-014-030*
5447014032,5447-014-041,5447-014-032*
5447014035,,
5447026019,,
5452007005,,
5452014013,,
5453001016,,
5453001022,,
5453024012,,
5454031004,,
5454031005,,
5455002011,,
5455002013,,
5455005009,,
5456002009,,
5456002011,,
5456005035,,
5456014008,,
5457010010,,
5458016003,,
5458021011,,
5458024014,,
5460007029,,
5462007008,,
5464024023,,
5467022024,,
5468013025,,
5468015008,,
5468024013,,
5468031011,,
5469008032,,
5469009040,,
5469011003,,
5469027019,,
5469028026,,
5469036002,,
5473024025,5473-024-025,
5474002015,,
5474004027,,
5474015018,,
5474024001,5474-024-018,5474-024-001*
5474028021,,
5474038036,,
5476018011,,
5477009014,,
5477024013,,
5478026010,5478-026-034,5478-026-010*
5478026029,,
5479016015,,
5479028019,,
5481002023,,
5481003008,,
5481007033,,
5483017017,,
5483022029,,
5484037014,,
5486003004,,
5486007002,,
5486015004,5846-015-046,5486-015-004*
5486027007,,
5492035008,,
5493001001,5493-001-027,5493-001-001*
5493001013,,
5493017030,,
5493020009,,
5493032014,,
5493034012,,
5501001023,,
5501017022,,
5501017023,,
5501018014,,
5501019001,5501-019-027,5501-019-001*
5501022020,,
5502004002,,
5502005006,,
5502006004,,
5502006019,,
5502011025,5502-011-025,5502-011-025*
5502013017,5502-013-063,5502-013-017*
5502013018,,
5502018002,5502-018-025,5502-018-002*
5502018015,5502-018-025,5502-018-015*
5502019010,,
5502019019,5502-019-019,
5503003012,,
5503018008,5503-018-022,5503-018-008*
5503020018,5503-020-026,5503-020-018*
5503020019,,
5503020020,5503-020-026,5503-020-020*
5504024022,5504-024-081,5504-024-022*
5504026013,,
5507008023,,
5508002006,,
5509003009,,
5510017036,,
5510018004,,
5510019001,,
5510023047,,
5511007007,,
5511009007,5511-009-022,5511-009-007*
5511009008,5511-009-022,5511-009-008*
5511010007,5511-010-047,5511-010-007*
5511010008,5511-010-024,5511-010-008*
5511010020,5511-010-024,5511-010-020*
5511011006,,
5511014004,5511-014-031,5511-014-004*
5511014005,,
5511014007,,
5511014008,,
5511015001,5511-015-024,5511-015-001*
5511015002,5511-015-024,5511-015-002*
5511015003,5511-015-024,5511-015-003*
5511015006,5511-015-023,5511-015-006*
5511015009,,
5511015010,5511-015-020,5511-015-010*
5511015012,5511-015-022,5511-015-012*
5511015013,5511-015-022,5511-015-013*
5511015014,,
5511015019,5511-015-023,5511-015-019*
5511016002,,
5511017001,,
5511017002,,
5511017003,,
5511028002,,
5511031016,5511-031-060,5511-031-016*
5511031018,5511-031-060,5511-031-018*
5511031042,5511-031-060,5511-031-042*
5511032003,5511-032-061,5511-032-003*
5511032014,5511-032-063,5511-032-014*
5511033036,5511-033-047,5511-033-036*
5511034018,,
5511034037,5511-034-037,5511-034-037*
5511035005,,
5511035008,,
5511035023,,
5511036023,,
5511039002,,
5511039006,,
5511041018,,
5511041029,,
5511042020,,
5511042026,,
5511043013,,
5511044035,,
5513003024,5513-003-055,5513-003-024*
5513003035,5513-003-030,
5513004012,5513-004-033,5513-004-012*
5513005011,,
5513005017,,
5513005043,,
5513024011,,
5514008007,,
5514008025,,
5514010046,,
5514012020,,
5514012022,,
5515019015,,
5515024001,,
5516022013,,
5516026007,5516-026-021,5516-026-007*
5517004014,,
5518006005,5518-006-026,5518-006-005*
5518007009,5518-007-030,5518-007-009*
5518007026,5518-007-030,5518-007-026*
5518009017,,
5518012031,5518-012-039,5518-012-031*
5518023004,,
5518025001,,
5518026006,,
5520002036,,
5520003045,,
5520003046,,
5520008006,,
5520008011,,
5520008012,,
5520011001,,
5520012018,,
5520014013,,
5520015008,,
5520015014,,
5520016011,,
5520016013,,
5520017009,5520-017-030,5520-017-009*
5520017010,5520-017-028,5520-017-010*
5520017018,,
5520022001,,
5520023002,,
5520023010,,
5520023013,,
5520024009,,
5520026005,,
5521004006,,
5521005018,,
5521005021,,
5521006003,5521-006-039,5521-006-003*
5521006004,5521-006-039,5521-006-004*
5521006015,,
5521006022,,
5521008011,,
5521010004,,
5521010017,5521-010-031,5521-010-017*
5521011002,,
5521012018,,
5521014011,5521-014-024,5521-014-011*
5521015001,,
5521015002,,
5521020005,,
5521021006,,
5521021012,,
5521023015,,
5521025018,,
5521025019,,
5521028014,,
5521028018,,
5521029001,,
5522003003,,
5522006011,5522-006-013,5522-006-011*
5522007019,5522-007-029,5522-007-019*
5522007020,5522-007-029,5522-007-020*
5522007021,5522-007-029,5522-007-021*
5522007026,,
5522010008,,
5522013006,,
5522013016,5522-013-040,5522-013-016*
5522014012,5522-014-042,5522-014-012*
5522014014,5522-014-042,5522-014-014*
5522015010,5522-015-029,5522-015-010*
5522015012,,
5522016018,5522-016-116,5522-016-018*
5522021019,,
5522022008,5522-022-023,5522-022-008*
5522022009,5522-022-023,5522-022-009*
5522025019,5522-025-020,5522-025-019*
5522028014,5522-028-042,5522-028-014*
5522029006,,
5522030004,5522-030-092,5522-030-004*
5522030006,5522-030-092,5522-030-006*
5522030011,5522-030-073,5522-030-011*
5522030013,,
5522031016,,
5522031017,,
5522033015,5522-033-028,5522-033-015*
5522033017,,
5522033018,,
5522033025,,
5523007003,,
5523007007,,
5523011019,,
5523025026,,
5523029035,,
5524001006,,
5524001011,,
5524001018,,
5524002001,,
5524002018,,
5524002019,,
5524004002,,
5524004005,,
5524004006,,
5524004009,,
5524004010,5524-004-029,5524-004-010*
5524005002,,
5524005005,,
5524005015,,
5524005016,,
5524005021,5524-005-044,5524-005-021*
5524006008,,
5524006027,5524-006-031,5524-006-027*
5524007008,,
5524007010,,
5525001006,,
5525001027,5525-001-059,5525-001-027*
5525002033,5525-002-051,5525-002-033*
5525002036,,
5525003004,5525-003-046,5525-003-004*
5525003006,5525-003-031,5525-003-006*
5525003009,5525-003-042,5525-003-009*
5525003022,5525-003-056,5525-003-022*
5525003023,,
5525003030,5525-003-031,5525-003-030*
5525004018,,
5525004022,5525-004-028,5525-004-022*
5525005025,,
5525006001,5525-006-031,5525-006-001*
5525006003,5525-006-031,5525-006-003*
5525006010,,
5525006011,,
5525006022,,
5525006027,5525-006-031,5525-006-027*
5525006028,5525-006-031,5525-006-028*
5525013021,,
5525014024,,
5525019013,,
5525019022,5525-019-049,5525-019-022*
5525020017,5525-020-125,5525-020-017*
5525023019,,
5525023020,,
5525023021,,
5525024004,,
5525024017,,
5525024027,,
5525025026,,
5525025028,,
5525025033,,
5525025041,,
5526001006,,
5526001008,,
5526001009,,
5526001017,,
5526001019,,
5526001026,,
5526001031,,
5526002023,,
5526002030,,
5526002035,,
5526002040,,
5526003016,,
5526003020,,
5526003029,,
5526004024,,
5526004026,,
5526005006,5526-005-058,5526-005-006*
5526005023,,
5526005028,,
5526005029,,
5526006010,,
5526006020,,
5526006033,,
5526007002,,
5526007003,,
5526017004,,
5526017005,,
5526018006,,
5526018015,,
5526022009,,
5526022010,,
5526022016,,
5526024023,,
5526025023,,
5526030033,,
5526032014,,
5526032026,,
5526035003,,
5527002021,,
5527002022,,
5527003003,,
5527003007,,
5527003018,,
5527003027,,
5527003029,,
5527004005,,
5527004006,,
5527004010,,
5527004012,,
5527005002,,
5527005006,,
5527005008,,
5527005009,,
5527005012,,
5527005018,,
5527005021,,
5527005023,,
5527005024,,
5527005025,,
5527006003,,
5527013016,,
5527020014,,
5527026007,,
5527028008,,
5527032021,,
5527032022,,
5527032023,,
5527032024,,
5527032025,,
5527036002,,
5527036004,,
5527039008,,
5528001024,,
5528001027,,
5528001028,,
5528001029,,
5528001042,,
5528001043,,
5528001054,,
5528002033,,
5528002034,,
5528002035,,
5528002036,,
5528003034,,
5528003035,,
5528003036,,
5528003037,,
5528003038,,
5528003040,,
5528004063,,
5528006010,,
5528006019,,
5528006029,,
5528006030,,
5528008019,,
5528008047,,
5528010034,,
5528012013,,
5528013026,,
5528013027,,
5528013029,,
5529003019,,
5529003028,,
5529003029,,
5529007022,,
5529007023,,
5529007030,,
5529007031,,
5529007032,,
5529010001,,
5529010031,,
5529010042,,
5529010049,,
5529016005,,
5529016008,,
5529016014,,
5529016036,,
5529016049,,
5529021037,,
5529021047,,
5529021052,,
5529021064,,
5529021065,,
5531012004,,
5531013011,,
5531025019,,
5532003002,,
5532003017,,
5532003031,,
5532004010,,
5532004016,,
5532005014,,
5532007017,,
5532008022,,
5532009026,,
5532011037,,
5532016004,,
5532017002,,
5532017004,,
5532017006,,
5533001056,,
5533001058,,
5533007023,,
5533007028,,
5533008003,,
5533013016,,
5533013026,,
5533014011,,
5533021014,,
5533021023,,
5533021029,,
5533022003,,
5533022010,,
5533022011,,
5533022017,,
5533023005,,
5533025004,,
5533025005,,
5533026008,,
5533026015,,
5533026024,,
5533027024,,
5533032015,,
5533032016,,
5533032021,,
5533032022,,
5533033008,,
5533033018,,
5533033027,,
5533034008,,
5533034009,,
5533034014,,
5533034015,,
5533034021,,
5533034022,,
5533034026,,
5533034027,,
5533035007,,
5533035009,,
5533035020,,
5533035021,,
5533036005,,
5533036006,,
5534004001,,
5534004012,,
5534005012,,
5534009003,,
5534009004,,
5534009011,,
5534009019,,
5534010005,,
5534010016,,
5534010016,,
5534011020,,
5534012004,,
5534013018,,
5534014003,,
5534014015,,
5534014017,,
5534015004,,
5534015006,,
5534015007,,
5534015008,,
5534015020,,
5534017013,,
5534017016,,
5534018007,,
5534018009,,
5534018018,,
5534019011,,
5534019012,,
5534019020,,
5534019021,,
5534022020,,
5534023015,,
5534023023,,
5534024018,,
5534025007,,
5534025018,,
5534025021,,
5534027011,,
5534027012,,
5534029011,,
5534031017,,
5534033006,,
5534034012,,
5534034013,,
5534034014,,
5534035003,,
5534035018,,
5535001016,,
5535003030,,
5535004019,,
5535005019,,
5535005023,,
5535014020,,
5535018027,,
5535021002,,
5535021003,,
5535024016,,
5535024022,,
5535024023,,
5535026010,,
5535027001,,
5535031001,,
5535031007,,
5535031008,,
5535031016,,
5535034012,,
5535034014,,
5535036006,,
5535036021,,
5536001015,,
5536001017,,
5536002012,,
5536002019,,
5536003007,,
5536003018,,
5536004021,,
5536005006,,
5536006024,,
5536007004,,
5536007029,,
5536007031,,
5536008015,,
5536010009,,
5536010010,,
5536013001,,
5536013027,,
5536015002,,
5536015013,,
5536016007,,
5536025003,,
5536025023,,
5537003025,,
5537004024,,
5537004025,,
5537005004,,
5537005005,,
5537007003,,
5537007015,,
5537007023,,
5537010018,,
5537010021,,
5537010030,,
5537011003,,
5537012007,,
5537015006,,
5537016002,,
5537018021,,
5537019010,,
5537019010,,
5537024004,,
5537024021,,
5537024022,,
5537025019,,
5537025033,,
5538003004,,
5538004031,,
5538004034,,
5538006010,,
5538015028,,
5538021001,,
5538022016,,
5539006014,,
5539008021,,
5539013009,,
5539013010,,
5539019005,,
5539019007,,
5539019018,,
5539019021,,
5539028004,,
5539034015,,
5539034021,,
5540002022,,
5540009009,,
5540009013,,
5540015009,,
5540024013,,
5540027004,,
5540027008,,
5542003009,,
5542014023,,
5542014026,,
5542014031,,
5542015010,,
5542018012,,
5542019007,,
5542019029,,
5542021028,,
5542021029,,
5542026010,,
5543002020,,
5543006011,,
5543008002,,
5543008009,,
5543008029,,
5543015013,,
5543016010,,
5543016014,,
5543016018,,
5543024001,,
5543024019,,
5543025001,,
5543027002,,
5543027013,,
5544002062,,
5544003021,,
5544004015,,
5544005010,,
5544006025,,
5544011019,,
5544013008,,
5544016026,,
5544016029,,
5544017013,,
5544025007,,
5544026010,,
5544030008,,
5544033016,,
5544033045,,
5544038027,,
5545002017,,
5545003014,,
5545003023,,
5545007029,,
5545007030,,
5545009010,,
5545009012,,
5545009043,,
5545011010,,
5545011011,,
5545014005,,
5545014010,,
5545014011,,
5545014014,,
5545014027,,
5545014030,,
5545014031,,
5545014040,,
5545014045,,
5545014046,,
5545015026,,
5545015027,,
5545015028,,
5545015041,,
5545015042,,
5545015043,,
5545015044,,
5546002009,,
5546003010,,
5546007024,,
5546009135,,
5546009136,,
5546017023,,
5546021031,,
5546027014,,
5546031008,,
5546031031,,
5547004021,,
5547004036,,
5547008025,,
5547010004,,
5547010005,,
5547013014,,
5547017028,,
5547018002,,
5547020001,,
5547020021,,
5547020027,,
5547020028,,
5547026047,,
5547028026,,
5547029006,,
5547031001,,
5547031002,,
5548008014,,
5548010018,,
5548012029,,
5548015027,,
5548019011,,
5548019035,,
5548019036,,
5548020039,,
5548021017,,
5548021033,,
5548021035,,
5548022040,,
5548023005,,
5548023006,,
5548024029,,
5549017005,,
5549017006,,
5549017010,,
5549018024,,
5549018024,,
5549019013,,
5549019018,,
5549020014,,
5549021010,,
5549026003,,
5550001009,,
5550020025,,
5550020026,,
5550022005,,
5550022013,,
5550023023,,
5550023024,,
5550026006,,
5550027012,,
5550031022,,
5551014011,,
5551016005,,
5575001027,,
5575005007,,
5576004056,,
5576019034,,
5579015003,,
5585020015,,
5586006006,,
5586006009,,
5586006013,,
5586007013,,
5586013004,,
5586023025,,
5586033004,,
5586035013,,
5589012009,,
5589017036,,
5589028007,,
5589031020,,
5589031022,,
5589033009,,
5589033052,,
5590001023,,
5590004001,,
5590006010,,
5590016018,,
5590017014,,
5590019008,,
5590023002,,
5590025005,,
5591013028,,
5591014020,,
5591022050,,
5591022051,,
5591023018,,
5591025012,,
5593027014,,
5594001003,,
5594001014,,
5594002008,,
5594029033,,
5669017004,,
5669025019,,
5669026013,,
5678026002,,
5678027003,,
5680027005,,
5684002020,,
5685004010,,
5685007004,,
5685016004,,
5685026012,,
5685027005,,
5685027023,,
5685029002,,
5686007015,,
5686010006,,
5689004031,,
5690003003,,
5690022009,,
5691004040,,
5691016001,,
6004015005,,
6004018024,,
6004019004,,
6004024024,,
6004033015,,
6006007035,,
6006010031,,
6006013024,,
6006018001,,
6006024012,,
6006028017,,
6011001063,,
6011010011,,
6011013005,,
6013008012,,
6013009019,,
6013012020,,
6013013017,,
6013013027,,
6013016027,,
6013021038,,
6013023007,,
6015002005,,
6020010002,,
6020014028,,
6020016015,,
6020018001,,
6020025023,,
6020026016,,
6020031011,,
6022008004,,
6023005017,,
6029009028,,
6030007027,,
6030025013,,
6030032023,,
6031006020,,
6031007024,,
6031010019,,
6031024012,,
6031033025,,
6031035027,,
6032005026,,
6032006020,,
6032006021,,
6032012008,,
6032014006,,
6032014013,,
6032015009,,
6032016035,,
6032020024,,
6032024022,,
6032028018,,
6034002011,,
6034010008,,
6034021016,,
6034027008,,
6034028002,,
6038012006,,
6039001021,,
6039002039,,
6039012034,,
6039014020,,
6039017047,,
6039017064,,
6040002003,,
6040021018,,
6041016016,,
6042011029,,
6042024004,,
6044007013,,
6047001005,,
6048004025,,
6048004030,,
6048004042,,
6048005020,,
6048022004,,
6048022007,,
6052010030,,
6052022018,,
6052030035,,
6052032036,,
6053016009,,
6053023006,,
6053026033,,
6054001009,,
6054001021,,
6054035007,,
6065035009,,
6069017007,,
6070003011,,
6070003038,,
6072004013,,
6073003016,,
6074023001,,
6074024027,,
6074025047,,
6075011015,,
6083005013,,
6083017015,,
6084004031,,
6086002011,,
6086002012,,
6119020024,,
7346003025,,
7347006011,,
7351014015,,
7410023015,,
7420012015,,
7420028023,,
7423019005,,
7425009006,,
7425014014,,
7448005003,,
7449007012,,
7452006004,,
7454005021,,
7455022015,,
7455023015,,
7459003007,,
7462008025,,
7462010031,,
7465020030,,
7467005005,,
7467020010,,
7560013029,,
